serial_no,alumni_id,student_id,current_employer_id,current_title,years_experience,career_stage,skills_primary,skills_secondary,certifications,achievements,mentoring_interest,volunteering_interest,is_active_member,last_engagement_date,profile_visibility,preferred_contact_method,preferred_time_zone,portfolio_url,github_url,created_at
728,b14a9708-5eb4-441b-8af8-91a235d7be40,45b4ec5f-59be-4ec7-a04e-2d71f450f538,EMP000728,Business Analyst,9.0,Senior,"Java, Algorithms, Data Structures","ML, DL, MLOps",AWS CCP,Dean's List,0,0,1,01/13/2026,Private,Phone,America/Chicago,https://portfolio.example.com/michael-barker-728,https://github.com/mbarker728,2025-10-25 05:48:41
729,52e365d9-ccab-409d-af75-0c316c934bc0,99077c56-3bb4-4211-9cd5-147ef20c2d6d,EMP000729,Security Analyst,6.4,Senior,"ETL, Databases, Cloud","SIEM, SOC",AWS CCP,Capstone Award,0,0,0,12/31/2026,Private,Phone,America/Chicago,https://portfolio.example.com/nicholas-diaz-729,https://github.com/ndiaz729,2025-10-25 05:48:41
730,1491769f-21c5-4974-ba94-f014530e0bd6,c14dd383-77e8-47e5-9a26-0492a8518faa,EMP000730,Associate Consultant,2.6,Mid,"Power BI, Excel, Storytelling","Communication, Teamwork",AWS CCP,Dean's List,1,0,1,12/31/2026,Private,Phone,America/New_York,https://portfolio.example.com/christopher-bird-730,https://github.com/cbird730,2025-10-25 05:48:41
731,8df7064c-9aa8-4c3c-8b17-2c64e105ffc7,c6cd211e-cbc3-4dff-b43f-0823b04c39ee,EMP000731,Security Analyst,7.6,Senior,"Java, Algorithms, Data Structures","Communication, Teamwork",AWS CCP,Dean's List,0,1,0,02/12/2025,Public,Email,America/New_York,https://portfolio.example.com/luis-blankenship-731,https://github.com/lblankenship731,2025-10-25 05:48:41
732,718b3ede-cccf-4bdb-b137-508abf273ae1,4b0d82d1-7b54-43a5-b831-88b368ef800f,EMP000732,Business Analyst,1.0,Early,"Python, SQL, Statistics","ML, DL, MLOps",AWS CCP,Volunteer Lead,1,1,1,11/15/2026,Private,Phone,America/Los_Angeles,https://portfolio.example.com/dawn-robinson-732,https://github.com/drobinson732,2025-10-25 05:48:41
733,286f6991-45de-42b2-905e-78b20aa03fb7,ae7eb72b-4979-4af8-ab67-57061d1c03f6,EMP000733,ML Engineer,3.5,Mid,"Network Security, Splunk, IAM","Spark, Hadoop, PySpark",Azure Fundamentals,Capstone Award,1,0,1,10/14/2025,SLU-only,Email,America/Chicago,https://portfolio.example.com/john-cole-733,https://github.com/jcole733,2025-10-25 05:48:41
734,8c1ee340-c104-472d-abe0-d25b8238b6a7,974027f1-2f09-4eb3-9c75-e973748de64d,EMP000734,Product Analyst,11.2,Lead,"Power BI, Excel, Storytelling","AWS, Azure, GCP",Azure Fundamentals,Published Paper,1,1,0,01/14/2024,Public,Phone,America/Los_Angeles,https://portfolio.example.com/eric-mcdonald-734,https://github.com/emcdonald734,2025-10-25 05:48:41
735,7ca95cb6-d592-41e7-a652-01a9535d15e1,a37c4770-739e-412a-b000-6774fb5abee7,EMP000735,Software Engineer,11.0,Lead,"Java, Algorithms, Data Structures","DAX, Modeling, Dashboards",PMP,Dean's List,1,0,0,05/15/2024,Private,Phone,America/Chicago,https://portfolio.example.com/katie-elliott-735,https://github.com/kelliott735,2025-10-25 05:48:41
736,30540020-dd73-4bed-9d66-fe9169e98134,b43a87d7-7a23-48f0-8cde-1968d4f5d354,EMP000736,Business Analyst,3.2,Mid,"Power BI, Excel, Storytelling","Communication, Teamwork",PMP,Capstone Award,1,1,1,01/13/2025,Public,Email,America/Chicago,https://portfolio.example.com/robert-miller-736,https://github.com/rmiller736,2025-10-25 05:48:41
737,bf701783-13a7-4d68-8ee6-59757c1d2b9d,129b25bb-b871-4815-ae49-9adf0df59cee,EMP000737,Data Analyst,5.0,Senior,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",Azure Fundamentals,Capstone Award,1,0,1,12/31/2026,Public,Email,America/Los_Angeles,https://portfolio.example.com/nicholas-gibson-737,https://github.com/ngibson737,2025-10-25 05:48:41
738,ff265930-9968-425c-8c23-f0323cb5fa27,b620e696-be9c-488c-b316-eb6560c597ec,EMP000738,Security Analyst,4.4,Mid,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",None,Capstone Award,0,0,1,03/15/2023,SLU-only,Phone,America/Chicago,https://portfolio.example.com/erica-lopez-738,https://github.com/elopez738,2025-10-25 05:48:41
739,6d71ca9f-d01f-4813-a4d8-3fa84912394a,ec316342-d951-46d0-a154-70ad44beabd1,EMP000739,Data Engineer,4.1,Mid,"Java, Algorithms, Data Structures","SIEM, SOC",PMP,Hackathon Winner,1,1,1,11/13/2022,SLU-only,Phone,America/New_York,https://portfolio.example.com/daniel-arellano-739,https://github.com/darellano739,2025-10-25 05:48:41
740,8b2f5c12-4d65-414d-a2a2-e4fafc3c5c63,158c13f0-f32c-486d-9a25-fc3ac323d856,EMP000740,QA Engineer,2.5,Mid,"Network Security, Splunk, IAM","ML, DL, MLOps",None,Published Paper,0,1,1,03/16/2025,Public,Phone,America/Los_Angeles,https://portfolio.example.com/michael-hall-740,https://github.com/mhall740,2025-10-25 05:48:41
741,75b14b51-bc7a-4229-bce2-f07d00262bb2,5dcd41d5-7b7a-4bdd-b21e-a0bf7dc7baf4,EMP000741,Cloud Engineer,0.9,Early,"Git, CI/CD, Microservices","ML, DL, MLOps",None,Capstone Award,1,1,1,10/15/2023,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/daniel-brown-741,https://github.com/dbrown741,2025-10-25 05:48:41
742,121a40c0-df1e-478d-85f9-2a944cec6ff0,c707a3d2-58cd-4636-9530-518a99a08f32,EMP000742,Data Engineer,0.3,Early,"ETL, Databases, Cloud","Communication, Teamwork",AWS CCP,Volunteer Lead,0,0,1,12/31/2026,Private,Phone,America/New_York,https://portfolio.example.com/caitlin-bright-742,https://github.com/cbright742,2025-10-25 05:48:41
743,f491e885-7b42-44b8-84e0-6e6e8a787a1f,1b15b3dd-e5b4-4dc0-897f-2c42216574c0,EMP000743,Business Analyst,11.4,Lead,"Network Security, Splunk, IAM","AWS, Azure, GCP",None,Capstone Award,0,0,1,03/15/2026,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/frank-lopez-743,https://github.com/flopez743,2025-10-25 05:48:41
744,9a5457bb-83d7-4383-a9ac-71b2d2913975,1f2e3b7e-a916-46b8-a511-daddfc2c8eaf,EMP000744,Cloud Engineer,1.9,Early,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",None,Volunteer Lead,0,0,0,11/14/2026,Private,Phone,America/Los_Angeles,https://portfolio.example.com/robin-fernandez-744,https://github.com/rfernandez744,2025-10-25 05:48:41
745,4c77f02f-cad3-43b8-a06a-f14cf33949d4,23b00887-a3b6-46dd-a8d1-755fc648e4a5,EMP000745,ML Engineer,3.7,Mid,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",PMP,Capstone Award,0,0,1,01/14/2024,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/scott-gross-745,https://github.com/sgross745,2025-10-25 05:48:41
746,430691bf-0155-472e-ac18-153e072dc7a1,94ce6c02-5666-4919-8fe9-899438fe90d6,EMP000746,Associate Consultant,2.9,Mid,"Git, CI/CD, Microservices","Communication, Teamwork",AWS CCP,Volunteer Lead,1,0,0,02/14/2026,Private,LinkedIn,America/New_York,https://portfolio.example.com/amber-boyer-746,https://github.com/aboyer746,2025-10-25 05:48:41
747,4b0975e6-703e-476c-a574-acf761620104,d4926852-4373-4b15-9319-542a5c7d8bdd,EMP000747,QA Engineer,6.9,Senior,"Java, Algorithms, Data Structures","DAX, Modeling, Dashboards",None,Dean's List,1,0,1,04/14/2024,Private,Email,America/Los_Angeles,https://portfolio.example.com/bradley-nguyen-747,https://github.com/bnguyen747,2025-10-25 05:48:41
748,cfb77858-0f3d-4191-8ee9-82cf469dffc1,b6b8f167-a293-4904-a6b7-d2fe0ff511c2,EMP000748,ML Engineer,7.8,Senior,"Network Security, Splunk, IAM","SIEM, SOC",Azure Fundamentals,Volunteer Lead,0,1,1,12/31/2026,Private,LinkedIn,America/Chicago,https://portfolio.example.com/william-johnson-748,https://github.com/wjohnson748,2025-10-25 05:48:41
749,7bd83d89-9fc4-4916-8cea-ad6ae5fa739e,ba9d084f-7bac-4536-8097-4a9386e31d2e,EMP000749,Business Analyst,2.0,Mid,"Python, SQL, Statistics","ML, DL, MLOps",Azure Fundamentals,Dean's List,1,1,1,09/15/2025,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/jacqueline-watkins-749,https://github.com/jwatkins749,2025-10-25 05:48:41
750,03919ef0-7978-43a4-a6d1-75c0ccbb4932,b44d2451-3197-4e41-b6e7-169f04f79765,EMP000750,Cloud Engineer,10.9,Lead,"ETL, Databases, Cloud","Communication, Teamwork",PMP,Published Paper,0,0,0,04/15/2024,Private,Email,America/Chicago,https://portfolio.example.com/amanda-moore-750,https://github.com/amoore750,2025-10-25 05:48:41
751,572d01f3-3fa8-48a5-80c5-a0733d8fc39a,64ed4bfb-a30a-4271-b421-92843b034b30,EMP000751,Cloud Engineer,10.4,Lead,"Java, Algorithms, Data Structures","Communication, Teamwork",None,Published Paper,1,0,0,12/31/2026,Private,Phone,America/Chicago,https://portfolio.example.com/keith-nguyen-751,https://github.com/knguyen751,2025-10-25 05:48:41
752,b1aa708f-9502-45cb-acb7-5e3cae9ae68b,41af5cc7-f63d-41d3-a3ea-b3d46053fb33,EMP000752,Security Analyst,10.5,Lead,"Git, CI/CD, Microservices","AWS, Azure, GCP",PMP,Published Paper,1,1,0,12/31/2026,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/gerald-caldwell-752,https://github.com/gcaldwell752,2025-10-25 05:48:41
753,c28308c2-96bd-4d97-891d-f7a0ebc526b2,99d42ae7-aa69-46a2-9d97-e7163e5c2f94,EMP000753,ML Engineer,1.3,Early,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Security+,Capstone Award,0,0,1,07/13/2024,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/leah-wood-753,https://github.com/lwood753,2025-10-25 05:48:41
754,e76c901a-2d42-4433-a442-f499b8a65053,19da3e8b-c0e4-4025-83f5-c575e9f48cea,EMP000754,Security Analyst,5.1,Senior,"Network Security, Splunk, IAM","Communication, Teamwork",Azure Fundamentals,Published Paper,1,1,1,07/15/2026,Public,LinkedIn,America/Chicago,https://portfolio.example.com/scott-reynolds-754,https://github.com/sreynolds754,2025-10-25 05:48:41
755,41189c9a-7a2c-4e3d-b26c-81fd839b4b13,dc81dad0-dd01-42ff-801f-8f41a1077f24,EMP000755,Product Analyst,9.8,Senior,"Network Security, Splunk, IAM","ML, DL, MLOps",Azure Fundamentals,Volunteer Lead,0,0,0,11/13/2024,Private,Email,America/Chicago,https://portfolio.example.com/jeremiah-davis-755,https://github.com/jdavis755,2025-10-25 05:48:41
756,cccd4942-db41-462b-92fb-bed37fdc2e04,5fc6b115-55f4-48c4-a4f3-98e5c5632f7d,EMP000756,QA Engineer,4.8,Mid,"Network Security, Splunk, IAM","Spark, Hadoop, PySpark",AWS CCP,Dean's List,0,1,0,03/15/2026,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/kathleen-salas-756,https://github.com/ksalas756,2025-10-25 05:48:41
757,6be4a3a5-dc55-4a59-aa92-c7f4a57fa4f2,bb33fccf-5786-4bcc-b9bc-c9cac4173b3f,EMP000757,Security Analyst,6.9,Senior,"Java, Algorithms, Data Structures","Communication, Teamwork",None,Capstone Award,1,0,1,12/31/2026,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/michael-taylor-757,https://github.com/mtaylor757,2025-10-25 05:48:41
758,37663162-042a-4941-a034-e102ded40a72,5555e88c-a0c2-4399-b380-bd5521662c63,EMP000758,Software Engineer,11.6,Lead,"Python, SQL, Statistics","SIEM, SOC",AWS CCP,Published Paper,1,1,1,04/15/2026,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/heather-prince-758,https://github.com/hprince758,2025-10-25 05:48:41
759,e87e9476-c0be-4390-9f0c-b03e02214c08,96cd8b87-54fc-4b8a-8862-7bd40dfafc19,EMP000759,Data Analyst,11.8,Lead,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",None,Volunteer Lead,0,0,1,08/14/2024,Public,Email,America/New_York,https://portfolio.example.com/micheal-perkins-759,https://github.com/mperkins759,2025-10-25 05:48:41
760,c9d5da44-0b68-4d79-b1b2-e3ff5b14ef43,e46f1854-2108-4f41-a025-4778f29378ec,EMP000760,Cloud Engineer,10.0,Lead,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",None,Hackathon Winner,0,0,0,07/15/2024,Public,Email,America/Chicago,https://portfolio.example.com/christine-gamble-760,https://github.com/cgamble760,2025-10-25 05:48:41
761,c7700419-305c-40c5-86bb-e70b329b3b85,376d7eb5-7e1f-491c-a871-7760c0a00066,EMP000761,QA Engineer,8.7,Senior,"Network Security, Splunk, IAM","ML, DL, MLOps",None,Volunteer Lead,0,0,1,10/14/2021,Private,Phone,America/New_York,https://portfolio.example.com/lawrence-warner-761,https://github.com/lwarner761,2025-10-25 05:48:41
762,a1770f1d-903f-4078-9589-2adf5d7dfc3f,0127ddaf-88ba-4352-ab27-088d51ea8563,EMP000762,QA Engineer,2.5,Mid,"Power BI, Excel, Storytelling","DAX, Modeling, Dashboards",Azure Fundamentals,Hackathon Winner,1,0,1,11/14/2023,SLU-only,Email,America/New_York,https://portfolio.example.com/adam-smith-762,https://github.com/asmith762,2025-10-25 05:48:41
763,8e01b7c4-4807-4074-bf77-fe3c58e3d71a,32886e2a-8800-4cae-8bf2-5838f2b3f984,EMP000763,Business Analyst,4.9,Mid,"Python, SQL, Statistics","Spark, Hadoop, PySpark",PMP,Dean's List,0,1,0,02/12/2025,Private,Phone,America/Los_Angeles,https://portfolio.example.com/lee-castillo-763,https://github.com/lcastillo763,2025-10-25 05:48:41
764,c53ac6ca-5d79-4a30-8f3f-99bc3e1ca958,4963907a-57b1-4c16-93de-60041332704e,EMP000764,Product Analyst,11.8,Lead,"Git, CI/CD, Microservices","SIEM, SOC",Security+,Volunteer Lead,0,1,1,12/13/2023,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/adam-edwards-764,https://github.com/aedwards764,2025-10-25 05:48:41
765,6e8c1689-59cb-47d4-b5c0-cc68ba335872,f1010aa7-d928-4c18-8bbc-664000e1bab3,EMP000765,Data Engineer,5.2,Senior,"Python, SQL, Statistics","AWS, Azure, GCP",None,Dean's List,1,0,0,12/31/2026,Public,Phone,America/Los_Angeles,https://portfolio.example.com/lisa-moore-765,https://github.com/lmoore765,2025-10-25 05:48:41
766,a9c14a50-49d1-4250-b55a-3cb520905e0b,a840d333-4b97-403a-8fef-6f8e81b3f9cf,EMP000766,Data Engineer,9.2,Senior,"Python, SQL, Statistics","SIEM, SOC",Azure Fundamentals,Dean's List,1,1,0,02/11/2025,Public,Phone,America/Los_Angeles,https://portfolio.example.com/courtney-garcia-766,https://github.com/cgarcia766,2025-10-25 05:48:41
767,f4471e70-0a8c-4b6b-b3e3-95e28b8b0dd8,d010b07d-7c20-439d-9c57-587d1e6e46a4,EMP000767,Software Engineer,0.2,Early,"Network Security, Splunk, IAM","AWS, Azure, GCP",PMP,Volunteer Lead,1,0,1,01/14/2023,SLU-only,Email,America/New_York,https://portfolio.example.com/angela-sweeney-767,https://github.com/asweeney767,2025-10-25 05:48:41
768,5dc04cd6-1810-4611-8308-ba2dbf9e58d3,15fc29c2-3f20-4fdc-87f9-a4d9f58ba09e,EMP000768,Product Analyst,10.5,Lead,"Network Security, Splunk, IAM","AWS, Azure, GCP",Security+,Hackathon Winner,0,0,1,06/14/2024,SLU-only,Email,America/New_York,https://portfolio.example.com/lisa-leon-768,https://github.com/lleon768,2025-10-25 05:48:41
769,e4006357-a900-4ef1-8d26-bfeb344812ed,e22cd7b3-924f-45b5-ba10-86048e053c1e,EMP000769,Security Analyst,0.0,Early,"ETL, Databases, Cloud","AWS, Azure, GCP",PMP,Dean's List,0,0,0,03/15/2023,Private,Phone,America/Chicago,https://portfolio.example.com/arthur-wiggins-769,https://github.com/awiggins769,2025-10-25 05:48:41
770,72250865-a941-446d-b1ad-2f8c769f2b4a,1c73a006-143f-4901-a698-6d7514165c36,EMP000770,Data Engineer,7.3,Senior,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",None,Published Paper,1,0,0,09/13/2026,Private,LinkedIn,America/New_York,https://portfolio.example.com/richard-lynn-770,https://github.com/rlynn770,2025-10-25 05:48:41
771,15260753-f808-4f4e-af3b-c7b7c39d5320,f09f33f1-8988-4c5b-b3d5-b1a60fc39342,EMP000771,Software Engineer,0.9,Early,"Git, CI/CD, Microservices","ML, DL, MLOps",None,Dean's List,0,1,1,10/14/2026,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/blake-cook-771,https://github.com/bcook771,2025-10-25 05:48:41
772,d43ab60a-f34a-4e29-a9d9-6651a7faed8c,a750ca70-f1df-4352-bbca-73a96476c0e3,EMP000772,Associate Consultant,1.1,Early,"Power BI, Excel, Storytelling","AWS, Azure, GCP",AWS CCP,Volunteer Lead,0,1,0,12/14/2021,Private,Phone,America/Los_Angeles,https://portfolio.example.com/rachel-santos-772,https://github.com/rsantos772,2025-10-25 05:48:41
773,f9431536-687e-46fa-beae-39130a40e8f7,26129467-651b-4132-8cc1-79cf58f3be6c,EMP000773,Security Analyst,7.9,Senior,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",Azure Fundamentals,Hackathon Winner,0,0,0,12/31/2026,Public,Email,America/Los_Angeles,https://portfolio.example.com/tina-strickland-773,https://github.com/tstrickland773,2025-10-25 05:48:41
774,d75a9e1b-cc91-4623-92ba-b52f527a94cc,f806956b-7463-41f8-9cf6-17e3ba95e9a3,EMP000774,Security Analyst,6.8,Senior,"Java, Algorithms, Data Structures","SIEM, SOC",PMP,Published Paper,0,1,0,03/16/2026,Private,Email,America/New_York,https://portfolio.example.com/elizabeth-gutierrez-774,https://github.com/egutierrez774,2025-10-25 05:48:41
775,0bc3e0fe-23ce-48bc-ba2d-95772c16fc29,8ae49c44-bd68-4f71-89c1-b8b187ebbe27,EMP000775,Software Engineer,8.5,Senior,"Python, SQL, Statistics","ML, DL, MLOps",Azure Fundamentals,Capstone Award,0,1,1,12/31/2026,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/mitchell-howe-775,https://github.com/mhowe775,2025-10-25 05:48:41
776,25b05ecb-848a-4f36-b302-19b3ea77b76b,d36d0163-d3e0-4dca-ba94-b7073e2aded4,EMP000776,QA Engineer,1.5,Early,"Python, SQL, Statistics","AWS, Azure, GCP",PMP,Dean's List,1,0,0,07/16/2025,SLU-only,Phone,America/Chicago,https://portfolio.example.com/cassandra-vang-776,https://github.com/cvang776,2025-10-25 05:48:41
777,4898d7ed-8fc6-4643-9423-797eca30ef72,27c61405-cffc-48ba-84f6-8c4b2dddfb90,EMP000777,Cloud Engineer,7.4,Senior,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",None,Volunteer Lead,0,1,0,08/14/2024,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/robert-kane-777,https://github.com/rkane777,2025-10-25 05:48:41
778,29054cd4-415c-4150-8549-fedd3fe03d5b,88faf459-2402-4bcd-a4b1-fbf54204bfac,EMP000778,QA Engineer,8.5,Senior,"Java, Algorithms, Data Structures","AWS, Azure, GCP",Azure Fundamentals,Volunteer Lead,1,1,0,04/14/2022,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/bobby-lawrence-778,https://github.com/blawrence778,2025-10-25 05:48:41
779,ebfc85fe-b894-4cb6-9796-c728be989fc1,726e4af6-1671-47fe-9a6f-f82efc383974,EMP000779,Associate Consultant,9.1,Senior,"Java, Algorithms, Data Structures","SIEM, SOC",PMP,Dean's List,1,1,0,08/15/2026,Private,LinkedIn,America/Chicago,https://portfolio.example.com/james-bowen-779,https://github.com/jbowen779,2025-10-25 05:48:41
780,5507a59e-2397-44ab-bae7-cbbedbb5f5da,06f08d4a-356b-45c4-b1e6-0716ced2ad58,EMP000780,ML Engineer,1.3,Early,"Network Security, Splunk, IAM","Spark, Hadoop, PySpark",Security+,Hackathon Winner,1,0,1,03/16/2026,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/timothy-giles-780,https://github.com/tgiles780,2025-10-25 05:48:41
781,13f9b2e1-a3ab-4ae3-95e7-035acb3f2e9f,04de2b91-7a4f-47b9-91a1-cd4d70d8f43d,EMP000781,Software Engineer,10.9,Lead,"Java, Algorithms, Data Structures","DAX, Modeling, Dashboards",Azure Fundamentals,Dean's List,1,0,0,03/16/2026,Public,LinkedIn,America/Chicago,https://portfolio.example.com/sarah-morgan-781,https://github.com/smorgan781,2025-10-25 05:48:41
782,169ab4df-5edd-4cd0-abf1-d0ca40072202,c06c1f06-97b7-4a29-93fd-b033bf59fe47,EMP000782,Associate Consultant,1.3,Early,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Azure Fundamentals,Capstone Award,0,0,0,12/31/2026,Public,Phone,America/New_York,https://portfolio.example.com/paula-hart-782,https://github.com/phart782,2025-10-25 05:48:41
783,711b76bd-36da-4eb2-b425-3d9d421e65aa,d613c442-4064-4432-9043-98f67f757580,EMP000783,Product Analyst,8.8,Senior,"Git, CI/CD, Microservices","SIEM, SOC",AWS CCP,Volunteer Lead,1,0,0,05/15/2024,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/derrick-morgan-783,https://github.com/dmorgan783,2025-10-25 05:48:41
784,c017174c-c6be-4b35-8f72-8e8ee777d7f7,0a9592c1-8574-4443-9500-1152fe276a24,EMP000784,Security Analyst,2.8,Mid,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Security+,Hackathon Winner,0,0,1,01/14/2026,Private,Phone,America/Chicago,https://portfolio.example.com/hayley-burns-784,https://github.com/hburns784,2025-10-25 05:48:41
785,b8639841-dadb-4094-b1b8-98242f524ab9,48e257d2-57c6-400e-abd2-f1f5a8fb1bd5,EMP000785,Security Analyst,11.7,Lead,"Power BI, Excel, Storytelling","DAX, Modeling, Dashboards",Azure Fundamentals,Capstone Award,0,0,0,06/13/2024,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/jason-mays-785,https://github.com/jmays785,2025-10-25 05:48:41
786,984fd93a-ac96-4563-a06f-b6e2c2e11b5d,0308f041-9a17-44aa-a22e-0d293c296fb6,EMP000786,ML Engineer,6.1,Senior,"Git, CI/CD, Microservices","AWS, Azure, GCP",Security+,Volunteer Lead,0,0,0,04/15/2025,Private,Email,America/Los_Angeles,https://portfolio.example.com/debra-snow-786,https://github.com/dsnow786,2025-10-25 05:48:41
787,fd0a6773-1a6f-4187-be13-0e367753ccbb,4d253258-9353-43be-8881-f4ea91374821,EMP000787,Data Analyst,9.3,Senior,"Git, CI/CD, Microservices","Communication, Teamwork",AWS CCP,Hackathon Winner,1,0,0,05/16/2025,Private,LinkedIn,America/New_York,https://portfolio.example.com/barbara-spears-787,https://github.com/bspears787,2025-10-25 05:48:41
788,712e86bb-02fa-4c2f-b3f4-39dc74dde91f,b87de1ad-cdb0-4f13-b60c-c28e1ff84ee9,EMP000788,QA Engineer,8.9,Senior,"Power BI, Excel, Storytelling","AWS, Azure, GCP",Security+,Capstone Award,0,1,0,03/16/2025,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/erica-berger-788,https://github.com/eberger788,2025-10-25 05:48:41
789,b8098dd8-c49b-40cc-9d00-cff3ee272281,b5111a4f-4549-4fc0-8a73-6c0243325dcd,EMP000789,Data Analyst,2.7,Mid,"ETL, Databases, Cloud","ML, DL, MLOps",PMP,Hackathon Winner,1,0,1,10/14/2022,Private,Phone,America/Chicago,https://portfolio.example.com/wendy-johnston-789,https://github.com/wjohnston789,2025-10-25 05:48:41
790,a229823b-3787-40ae-ab28-2b758b45a35f,9a318474-029e-4a1d-aa8c-43d781f978b7,EMP000790,Security Analyst,2.6,Mid,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",None,Published Paper,1,1,1,06/16/2023,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/catherine-brown-790,https://github.com/cbrown790,2025-10-25 05:48:41
791,abd7bc7c-4b1d-43e6-b1b7-d573123e1e8d,9a379abc-155b-48d6-a38f-d133be21c637,EMP000791,Software Engineer,8.3,Senior,"Power BI, Excel, Storytelling","Communication, Teamwork",Azure Fundamentals,Hackathon Winner,0,1,0,11/12/2024,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/anthony-king-791,https://github.com/aking791,2025-10-25 05:48:41
792,84d02ec7-f010-448b-bc3c-d9baa0e82428,020ba52f-bdbf-4341-a490-7166b4ebf0e7,EMP000792,Cloud Engineer,1.3,Early,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Azure Fundamentals,Dean's List,1,1,0,06/16/2026,Public,Phone,America/New_York,https://portfolio.example.com/kimberly-allison-792,https://github.com/kallison792,2025-10-25 05:48:41
793,e6815674-0426-4672-bbdf-a63f193b4f6f,0b9bd122-c4cb-461c-92b4-798115aecddf,EMP000793,Security Analyst,12.0,Lead,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",Security+,Capstone Award,0,1,0,06/16/2026,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/chad-sullivan-793,https://github.com/csullivan793,2025-10-25 05:48:41
794,a51e8798-570d-4c9d-90dc-920ce03898ba,2bb61f84-1fa1-4a44-a381-398eb6cdbafa,EMP000794,Product Analyst,4.0,Mid,"Java, Algorithms, Data Structures","Communication, Teamwork",PMP,Volunteer Lead,0,1,0,11/13/2025,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/sarah-fitzpatrick-794,https://github.com/sfitzpatrick794,2025-10-25 05:48:41
795,7d381a31-c34f-45bd-a903-074160cc84cb,01f06692-9a19-46d2-8df2-7d88d0485f89,EMP000795,Cloud Engineer,5.5,Senior,"Python, SQL, Statistics","SIEM, SOC",AWS CCP,Hackathon Winner,1,0,1,07/15/2023,Public,Phone,America/New_York,https://portfolio.example.com/david-johnson-795,https://github.com/djohnson795,2025-10-25 05:48:41
796,fe6bc982-e226-4a01-bd26-2621b2a0992f,a7604033-4edf-49a3-972c-edf7f17757d2,EMP000796,Data Analyst,2.8,Mid,"ETL, Databases, Cloud","SIEM, SOC",None,Capstone Award,1,0,0,12/31/2026,Private,Email,America/Los_Angeles,https://portfolio.example.com/travis-garrett-796,https://github.com/tgarrett796,2025-10-25 05:48:41
797,27a3d5f1-0da2-4a9e-96b9-732c1e298a4c,aec736eb-5fe4-4b2e-ab92-2a2333d802cd,EMP000797,Associate Consultant,2.1,Mid,"ETL, Databases, Cloud","AWS, Azure, GCP",AWS CCP,Dean's List,0,1,1,07/15/2023,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/jamie-crawford-797,https://github.com/jcrawford797,2025-10-25 05:48:41
798,ee9cea47-5cd8-47d7-822b-c1fa41fe912b,50b57674-de36-46ec-ab88-d2d344e25ee9,EMP000798,Security Analyst,3.3,Mid,"Java, Algorithms, Data Structures","AWS, Azure, GCP",None,Capstone Award,0,0,0,12/14/2026,SLU-only,Email,America/New_York,https://portfolio.example.com/michael-smith-798,https://github.com/msmith798,2025-10-25 05:48:41
799,5b10c8df-89bd-4f66-90c7-0a633c484c1f,cf6d00c2-3c04-4512-84ae-d3887224ba20,EMP000799,Associate Consultant,2.2,Mid,"Git, CI/CD, Microservices","ML, DL, MLOps",PMP,Capstone Award,1,1,1,02/12/2024,SLU-only,Phone,America/Chicago,https://portfolio.example.com/craig-pierce-799,https://github.com/cpierce799,2025-10-25 05:48:41
