serial_no,student_id,slu_banner_id,first_name,last_name,preferred_name,slu_email,personal_email,phone_e164,program_name,college_name,concentration,start_term,grad_term,graduation_year,visa_status,opt_status,current_location_city,current_location_state,current_location_country,linkedin_url
740,158c13f0-f32c-486d-9a25-fc3ac323d856,B0100740,Michael,Hall,Daniel,mhall.740@slu.edu,michael.hall740@example.com,13117624825,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2022,Fall-2024,2024,Other,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-740
741,5dcd41d5-7b7a-4bdd-b21e-a0bf7dc7baf4,B0100741,Daniel,Brown,Daniel,dbrown.741@slu.edu,daniel.brown741@example.com,16115567360,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2021,Fall-2022,2022,H1B,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-741
742,c707a3d2-58cd-4636-9530-518a99a08f32,B0100742,Caitlin,Bright,Caitlin,cbright.742@slu.edu,caitlin.bright742@example.com,16045095806,MBA,Chaifetz School of Business,Business Analytics,Fall-2024,Fall-2026,2026,H1B,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-742
743,1b15b3dd-e5b4-4dc0-897f-2c42216574c0,B0100743,Frank,Lopez,Frank,flopez.743@slu.edu,frank.lopez743@example.com,13767291674,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2022,Summer-2024,2024,F1,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-743
744,1f2e3b7e-a916-46b8-a511-daddfc2c8eaf,B0100744,Robin,Fernandez,Frank,rfernandez.744@slu.edu,robin.fernandez744@example.com,18986131860,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2023,Summer-2025,2025,Citizen,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-744
745,23b00887-a3b6-46dd-a8d1-755fc648e4a5,B0100745,Scott,Gross,Scott,sgross.745@slu.edu,scott.gross745@example.com,17887222248,MS Data Science,School of Science & Engineering,Big Data,Spring-2021,Summer-2022,2022,H1B,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-745
746,94ce6c02-5666-4919-8fe9-899438fe90d6,B0100746,Amber,Boyer,Amber,aboyer.746@slu.edu,amber.boyer746@example.com,15922906752,MS Information Technology,School of Science & Engineering,Networking,Summer-2023,Fall-2024,2024,F1,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-746
747,d4926852-4373-4b15-9319-542a5c7d8bdd,B0100747,Bradley,Nguyen,Bradley,bnguyen.747@slu.edu,bradley.nguyen747@example.com,16568927746,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2020,Summer-2022,2022,F1,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-747
748,b6b8f167-a293-4904-a6b7-d2fe0ff511c2,B0100748,William,Johnson,Bradley,wjohnson.748@slu.edu,william.johnson748@example.com,15767561427,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2024,Summer-2026,2026,F1,STEM OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-748
749,ba9d084f-7bac-4536-8097-4a9386e31d2e,B0100749,Jacqueline,Watkins,Jacqueline,jwatkins.749@slu.edu,jacqueline.watkins749@example.com,17307866206,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2022,Fall-2024,2024,PR,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-749
750,b44d2451-3197-4e41-b6e7-169f04f79765,B0100750,Amanda,Moore,Amanda,amoore.750@slu.edu,amanda.moore750@example.com,19296063528,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2020,Fall-2022,2022,H1B,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-750
751,64ed4bfb-a30a-4271-b421-92843b034b30,B0100751,Keith,Nguyen,Keith,knguyen.751@slu.edu,keith.nguyen751@example.com,13407188444,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2023,Spring-2025,2025,PR,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-751
752,41af5cc7-f63d-41d3-a3ea-b3d46053fb33,B0100752,Gerald,Caldwell,Keith,gcaldwell.752@slu.edu,gerald.caldwell752@example.com,14939952592,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2024,Fall-2026,2026,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-752
753,99d42ae7-aa69-46a2-9d97-e7163e5c2f94,B0100753,Leah,Wood,Leah,lwood.753@slu.edu,leah.wood753@example.com,17828577018,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2022,Spring-2023,2023,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-753
754,19da3e8b-c0e4-4025-83f5-c575e9f48cea,B0100754,Scott,Reynolds,Scott,sreynolds.754@slu.edu,scott.reynolds754@example.com,18497447934,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2024,Summer-2025,2025,F1,STEM OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-754
755,dc81dad0-dd01-42ff-801f-8f41a1077f24,B0100755,Jeremiah,Davis,Jeremiah,jdavis.755@slu.edu,jeremiah.davis755@example.com,18479524836,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2023,Spring-2024,2024,PR,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-755
756,5fc6b115-55f4-48c4-a4f3-98e5c5632f7d,B0100756,Kathleen,Salas,Jeremiah,ksalas.756@slu.edu,kathleen.salas756@example.com,13046853029,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2023,Summer-2024,2024,F1,STEM OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-756
757,bb33fccf-5786-4bcc-b9bc-c9cac4173b3f,B0100757,Michael,Taylor,Michael,mtaylor.757@slu.edu,michael.taylor757@example.com,17749848046,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2024,Fall-2026,2026,Citizen,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-757
758,5555e88c-a0c2-4399-b380-bd5521662c63,B0100758,Heather,Prince,Heather,hprince.758@slu.edu,heather.prince758@example.com,19737417500,MS Data Science,School of Science & Engineering,Big Data,Fall-2023,Summer-2025,2025,F1,OPT,Bengaluru,IL,India,https://www.linkedin.com/in/slu-student-758
759,96cd8b87-54fc-4b8a-8862-7bd40dfafc19,B0100759,Micheal,Perkins,Micheal,mperkins.759@slu.edu,micheal.perkins759@example.com,15934096429,MS Data Science,School of Science & Engineering,Big Data,Summer-2022,Fall-2023,2023,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-759
760,e46f1854-2108-4f41-a025-4778f29378ec,B0100760,Christine,Gamble,Micheal,cgamble.760@slu.edu,christine.gamble760@example.com,13034861540,MS Data Science,School of Science & Engineering,Big Data,Fall-2021,Fall-2023,2023,F1,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-760
761,376d7eb5-7e1f-491c-a871-7760c0a00066,B0100761,Lawrence,Warner,Lawrence,lwarner.761@slu.edu,lawrence.warner761@example.com,15874732138,MS Data Science,School of Science & Engineering,Big Data,Summer-2020,Spring-2021,2021,Citizen,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-761
762,0127ddaf-88ba-4352-ab27-088d51ea8563,B0100762,Adam,Smith,Adam,asmith.762@slu.edu,adam.smith762@example.com,14884246279,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2020,Summer-2022,2022,F1,OPT,Bengaluru,IL,India,https://www.linkedin.com/in/slu-student-762
763,32886e2a-8800-4cae-8bf2-5838f2b3f984,B0100763,Lee,Castillo,Lee,lcastillo.763@slu.edu,lee.castillo763@example.com,12024526477,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2021,Summer-2023,2023,F1,OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-763
764,4963907a-57b1-4c16-93de-60041332704e,B0100764,Adam,Edwards,Lee,aedwards.764@slu.edu,adam.edwards764@example.com,16139792816,MS Information Technology,School of Science & Engineering,Networking,Summer-2021,Spring-2022,2022,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-764
765,f1010aa7-d928-4c18-8bbc-664000e1bab3,B0100765,Lisa,Moore,Lisa,lmoore.765@slu.edu,lisa.moore765@example.com,15262321774,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2024,Summer-2025,2025,PR,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-765
766,a840d333-4b97-403a-8fef-6f8e81b3f9cf,B0100766,Courtney,Garcia,Courtney,cgarcia.766@slu.edu,courtney.garcia766@example.com,14353384773,MS Information Technology,School of Science & Engineering,Networking,Summer-2022,Spring-2023,2023,F1,STEM OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-766
767,d010b07d-7c20-439d-9c57-587d1e6e46a4,B0100767,Angela,Sweeney,Angela,asweeney.767@slu.edu,angela.sweeney767@example.com,13772375231,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2020,Summer-2021,2021,F1,STEM OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-767
768,15fc29c2-3f20-4fdc-87f9-a4d9f58ba09e,B0100768,Lisa,Leon,Angela,lleon.768@slu.edu,lisa.leon768@example.com,15574119133,MBA,Chaifetz School of Business,Business Analytics,Spring-2021,Fall-2022,2022,F1,STEM OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-768
769,e22cd7b3-924f-45b5-ba10-86048e053c1e,B0100769,Arthur,Wiggins,Arthur,awiggins.769@slu.edu,arthur.wiggins769@example.com,17323653823,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2021,Spring-2022,2022,Citizen,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-769
770,1c73a006-143f-4901-a698-6d7514165c36,B0100770,Richard,Lynn,Richard,rlynn.770@slu.edu,richard.lynn770@example.com,18178472011,MS Data Science,School of Science & Engineering,Big Data,Spring-2024,Spring-2025,2025,H1B,None,Bengaluru,IL,India,https://www.linkedin.com/in/slu-student-770
771,f09f33f1-8988-4c5b-b3d5-b1a60fc39342,B0100771,Blake,Cook,Blake,bcook.771@slu.edu,blake.cook771@example.com,17559973684,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2024,Summer-2025,2025,H1B,None,Bengaluru,IL,India,https://www.linkedin.com/in/slu-student-771
772,a750ca70-f1df-4352-bbca-73a96476c0e3,B0100772,Rachel,Santos,Blake,rsantos.772@slu.edu,rachel.santos772@example.com,14679508580,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2020,Summer-2021,2021,Citizen,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-772
773,26129467-651b-4132-8cc1-79cf58f3be6c,B0100773,Tina,Strickland,Tina,tstrickland.773@slu.edu,tina.strickland773@example.com,12726093232,MS Data Science,School of Science & Engineering,Big Data,Spring-2024,Spring-2026,2026,H1B,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-773
774,f806956b-7463-41f8-9cf6-17e3ba95e9a3,B0100774,Elizabeth,Gutierrez,Elizabeth,egutierrez.774@slu.edu,elizabeth.gutierrez774@example.com,15822278511,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2023,Summer-2025,2025,H1B,None,Bengaluru,WA,India,https://www.linkedin.com/in/slu-student-774
775,8ae49c44-bd68-4f71-89c1-b8b187ebbe27,B0100775,Mitchell,Howe,Mitchell,mhowe.775@slu.edu,mitchell.howe775@example.com,14547445785,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2024,Summer-2026,2026,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-775
776,d36d0163-d3e0-4dca-ba94-b7073e2aded4,B0100776,Cassandra,Vang,Mitchell,cvang.776@slu.edu,cassandra.vang776@example.com,16614864790,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2022,Fall-2024,2024,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-776
777,27c61405-cffc-48ba-84f6-8c4b2dddfb90,B0100777,Robert,Kane,Robert,rkane.777@slu.edu,robert.kane777@example.com,14838036856,MS Data Science,School of Science & Engineering,Big Data,Summer-2022,Summer-2023,2023,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-777
778,88faf459-2402-4bcd-a4b1-fbf54204bfac,B0100778,Bobby,Lawrence,Bobby,blawrence.778@slu.edu,bobby.lawrence778@example.com,15216709228,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2020,Spring-2021,2021,PR,None,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-778
779,726e4af6-1671-47fe-9a6f-f82efc383974,B0100779,James,Bowen,James,jbowen.779@slu.edu,james.bowen779@example.com,18872847589,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2024,Summer-2025,2025,F1,None,Bengaluru,TX,India,https://www.linkedin.com/in/slu-student-779
780,06f08d4a-356b-45c4-b1e6-0716ced2ad58,B0100780,Timothy,Giles,James,tgiles.780@slu.edu,timothy.giles780@example.com,17669137234,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2023,Fall-2025,2025,F1,STEM OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-780
781,04de2b91-7a4f-47b9-91a1-cd4d70d8f43d,B0100781,Sarah,Morgan,Sarah,smorgan.781@slu.edu,sarah.morgan781@example.com,18023399667,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2023,Fall-2024,2024,H1B,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-781
782,c06c1f06-97b7-4a29-93fd-b033bf59fe47,B0100782,Paula,Hart,Paula,phart.782@slu.edu,paula.hart782@example.com,12728049826,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2024,Fall-2026,2026,PR,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-782
783,d613c442-4064-4432-9043-98f67f757580,B0100783,Derrick,Morgan,Derrick,dmorgan.783@slu.edu,derrick.morgan783@example.com,12276876975,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2021,Fall-2023,2023,PR,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-783
784,0a9592c1-8574-4443-9500-1152fe276a24,B0100784,Hayley,Burns,Derrick,hburns.784@slu.edu,hayley.burns784@example.com,14153954768,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2022,Fall-2024,2024,F1,OPT,Bengaluru,NY,India,https://www.linkedin.com/in/slu-student-784
785,48e257d2-57c6-400e-abd2-f1f5a8fb1bd5,B0100785,Jason,Mays,Jason,jmays.785@slu.edu,jason.mays785@example.com,19377423829,MBA,Chaifetz School of Business,Business Analytics,Fall-2021,Spring-2023,2023,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-785
786,0308f041-9a17-44aa-a22e-0d293c296fb6,B0100786,Debra,Snow,Debra,dsnow.786@slu.edu,debra.snow786@example.com,14888085898,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2023,Summer-2024,2024,F1,STEM OPT,Hyderabad,MA,India,https://www.linkedin.com/in/slu-student-786
787,4d253258-9353-43be-8881-f4ea91374821,B0100787,Barbara,Spears,Barbara,bspears.787@slu.edu,barbara.spears787@example.com,18065129961,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2023,Fall-2024,2024,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-787
788,b87de1ad-cdb0-4f13-b60c-c28e1ff84ee9,B0100788,Erica,Berger,Barbara,eberger.788@slu.edu,erica.berger788@example.com,15252318319,MBA,Chaifetz School of Business,Business Analytics,Spring-2022,Fall-2024,2024,F1,STEM OPT,Bengaluru,IL,India,https://www.linkedin.com/in/slu-student-788
789,b5111a4f-4549-4fc0-8a73-6c0243325dcd,B0100789,Wendy,Johnston,Wendy,wjohnston.789@slu.edu,wendy.johnston789@example.com,18404745600,MS Data Science,School of Science & Engineering,Big Data,Spring-2020,Spring-2021,2021,F1,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-789
790,9a318474-029e-4a1d-aa8c-43d781f978b7,B0100790,Catherine,Brown,Catherine,cbrown.790@slu.edu,catherine.brown790@example.com,14845447892,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2020,Fall-2022,2022,PR,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-790
791,9a379abc-155b-48d6-a38f-d133be21c637,B0100791,Anthony,King,Anthony,aking.791@slu.edu,anthony.king791@example.com,14229637828,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2021,Spring-2023,2023,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-791
792,020ba52f-bdbf-4341-a490-7166b4ebf0e7,B0100792,Kimberly,Allison,Anthony,kallison.792@slu.edu,kimberly.allison792@example.com,12499444985,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2023,Fall-2025,2025,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-792
793,0b9bd122-c4cb-461c-92b4-798115aecddf,B0100793,Chad,Sullivan,Chad,csullivan.793@slu.edu,chad.sullivan793@example.com,15292366601,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2024,Fall-2025,2025,F1,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-793
794,2bb61f84-1fa1-4a44-a381-398eb6cdbafa,B0100794,Sarah,Fitzpatrick,Sarah,sfitzpatrick.794@slu.edu,sarah.fitzpatrick794@example.com,15053133844,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2022,Spring-2024,2024,Citizen,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-794
795,01f06692-9a19-46d2-8df2-7d88d0485f89,B0100795,David,Johnson,David,djohnson.795@slu.edu,david.johnson795@example.com,12483964255,MBA,Chaifetz School of Business,Business Analytics,Fall-2021,Summer-2022,2022,Citizen,None,Bengaluru,MO,India,https://www.linkedin.com/in/slu-student-795
796,a7604033-4edf-49a3-972c-edf7f17757d2,B0100796,Travis,Garrett,David,tgarrett.796@slu.edu,travis.garrett796@example.com,14529063513,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2024,Fall-2026,2026,PR,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-796
797,aec736eb-5fe4-4b2e-ab92-2a2333d802cd,B0100797,Jamie,Crawford,Jamie,jcrawford.797@slu.edu,jamie.crawford797@example.com,17952463563,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2020,Summer-2022,2022,Citizen,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-797
798,50b57674-de36-46ec-ab88-d2d344e25ee9,B0100798,Michael,Smith,Michael,msmith.798@slu.edu,michael.smith798@example.com,18222751120,MS Information Technology,School of Science & Engineering,Networking,Summer-2024,Spring-2026,2026,PR,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-798
799,cf6d00c2-3c04-4512-84ae-d3887224ba20,B0100799,Craig,Pierce,Craig,cpierce.799@slu.edu,craig.pierce799@example.com,15176496318,MS Cybersecurity,School of Science & Engineering,Network Security,Summer-2021,Spring-2022,2022,PR,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-799
800,1924fade-d50e-4813-8141-ef6e137388b7,B0100800,Nicholas,Dorsey,Craig,ndorsey.800@slu.edu,nicholas.dorsey800@example.com,14236766744,MS Information Technology,School of Science & Engineering,Networking,Fall-2022,Fall-2024,2024,H1B,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-800
801,b96b4d51-5e7e-4cc4-9713-7d47bc508075,B0100801,Robert,Martinez,Robert,rmartinez.801@slu.edu,robert.martinez801@example.com,17208094911,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2022,Summer-2023,2023,Citizen,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-801
802,5c7fcdf3-d3b1-48ce-a3a8-3741d615f217,B0100802,Gina,Jones,Gina,gjones.802@slu.edu,gina.jones802@example.com,19499672969,MS Data Science,School of Science & Engineering,Big Data,Fall-2022,Summer-2023,2023,Citizen,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-802
803,12e70426-7660-4801-9cdc-5350387c80cd,B0100803,Lawrence,Proctor,Lawrence,lproctor.803@slu.edu,lawrence.proctor803@example.com,18127296534,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2020,Fall-2022,2022,F1,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-803
804,dd946867-6fc5-4c4d-a3d2-c077d3f07597,B0100804,Stephanie,Johnson,Lawrence,sjohnson.804@slu.edu,stephanie.johnson804@example.com,16867044250,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2021,Spring-2022,2022,PR,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-804
805,351e3186-a038-47ef-84fa-f9e04b75878a,B0100805,Anthony,Thomas,Anthony,athomas.805@slu.edu,anthony.thomas805@example.com,15533824333,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2024,Summer-2025,2025,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-805
806,77e8a72e-b918-49f5-9045-2fdbe2866bfd,B0100806,Dennis,Boyd,Dennis,dboyd.806@slu.edu,dennis.boyd806@example.com,15603912165,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2024,Fall-2026,2026,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-806
807,48002fa4-bdab-44e3-944e-10ddcc8a69a1,B0100807,Teresa,Mccoy,Teresa,tmccoy.807@slu.edu,teresa.mccoy807@example.com,17024854297,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2022,Fall-2024,2024,PR,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-807
808,a9652c27-9c6d-4f4e-b584-79099977c480,B0100808,Nicholas,Lewis,Teresa,nlewis.808@slu.edu,nicholas.lewis808@example.com,16016898071,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2022,Summer-2024,2024,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-808
809,631a2b1c-c15a-4138-b703-829861e399ee,B0100809,Andrea,Anderson,Andrea,aanderson.809@slu.edu,andrea.anderson809@example.com,14596952017,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2021,Fall-2023,2023,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-809
810,e4a1d06c-9a42-45eb-920f-d8a16d3a0520,B0100810,Christopher,Foster,Christopher,cfoster.810@slu.edu,christopher.foster810@example.com,19917369513,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2020,Fall-2022,2022,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-810
811,7ff0bf00-6dbe-4bf0-a0e4-ff479eb948b3,B0100811,Alison,Lopez,Alison,alopez.811@slu.edu,alison.lopez811@example.com,12559563382,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2024,Spring-2026,2026,F1,OPT,Hyderabad,MO,India,https://www.linkedin.com/in/slu-student-811
812,334f2d94-37da-4178-beab-bd5ddab2f076,B0100812,Jacob,Clark,Alison,jclark.812@slu.edu,jacob.clark812@example.com,13302208822,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2024,Fall-2026,2026,F1,OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-812
813,146598a8-63de-4803-bb26-89b928930d09,B0100813,Jacob,Hernandez,Jacob,jhernandez.813@slu.edu,jacob.hernandez813@example.com,15779474874,MBA,Chaifetz School of Business,Business Analytics,Fall-2023,Summer-2025,2025,F1,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-813
814,843b8026-54f1-4367-9d23-42c63ab8e3ca,B0100814,Kenneth,Palmer,Kenneth,kpalmer.814@slu.edu,kenneth.palmer814@example.com,16353469011,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2020,Summer-2021,2021,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-814
815,596e2722-05cb-43ec-bbf7-0f9a8dca1390,B0100815,Christopher,Brown,Christopher,cbrown.815@slu.edu,christopher.brown815@example.com,13626136490,MS Data Science,School of Science & Engineering,Big Data,Summer-2020,Fall-2021,2021,F1,OPT,Bengaluru,MA,India,https://www.linkedin.com/in/slu-student-815
816,bd247ce6-8e77-4c6a-a980-c6c537db9b9e,B0100816,Timothy,Mcmahon,Christopher,tmcmahon.816@slu.edu,timothy.mcmahon816@example.com,17568173307,MBA,Chaifetz School of Business,Business Analytics,Fall-2022,Summer-2023,2023,H1B,None,Bengaluru,MA,India,https://www.linkedin.com/in/slu-student-816
817,e40defc8-3c15-4ef4-b71e-a7be5f944c89,B0100817,Joseph,Collier,Joseph,jcollier.817@slu.edu,joseph.collier817@example.com,18414664800,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2020,Fall-2022,2022,PR,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-817
818,94d0373d-1ad1-4e87-a91c-e723ded3c0fc,B0100818,William,Smith,William,wsmith.818@slu.edu,william.smith818@example.com,15809387278,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2022,Spring-2023,2023,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-818
819,ae5ab519-1a38-4d07-9885-b014d426f7cb,B0100819,Mike,Levine,Mike,mlevine.819@slu.edu,mike.levine819@example.com,16667879865,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2022,Fall-2024,2024,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-819
820,6ec72172-cfe3-4300-8b49-9a1b755ed67d,B0100820,Brandy,Ortiz,Mike,bortiz.820@slu.edu,brandy.ortiz820@example.com,15176135945,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2020,Fall-2021,2021,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-820
821,832e0d8b-23b6-42fa-8c68-eeca3aaef88d,B0100821,Franklin,Williams,Franklin,fwilliams.821@slu.edu,franklin.williams821@example.com,13234043057,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2024,Fall-2026,2026,F1,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-821
822,70421d44-2e75-4d1b-8881-ee4f52bc05d7,B0100822,Shannon,Richardson,Shannon,srichardson.822@slu.edu,shannon.richardson822@example.com,14113448051,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2022,Summer-2023,2023,F1,STEM OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-822
823,22188b92-afec-4603-86b8-9fe9a2c53abd,B0100823,Trevor,Diaz,Trevor,tdiaz.823@slu.edu,trevor.diaz823@example.com,12733369640,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2023,Fall-2025,2025,F1,STEM OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-823
824,f546675c-db74-47bd-a32a-10ee195dbd74,B0100824,Courtney,Wheeler,Trevor,cwheeler.824@slu.edu,courtney.wheeler824@example.com,14303683994,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2023,Fall-2024,2024,F1,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-824
825,14f4f50b-bc44-4eb7-9c8c-c5ca86ad2698,B0100825,Sally,Jordan,Sally,sjordan.825@slu.edu,sally.jordan825@example.com,14666358582,MS Information Technology,School of Science & Engineering,Networking,Summer-2023,Fall-2024,2024,F1,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-825
826,bfdd629a-dd15-4ddf-a339-7b2fa3b80806,B0100826,Juan,Jimenez,Juan,jjimenez.826@slu.edu,juan.jimenez826@example.com,18303029176,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2023,Summer-2025,2025,F1,OPT,Bengaluru,NY,India,https://www.linkedin.com/in/slu-student-826
